"player_id","player_name"
1627773,"AJ Hammons"
201166,"Aaron Brooks"
203932,"Aaron Gordon"
1626151,"Aaron Harrison"
203940,"Adreian Payne"
201143,"Al Horford"
2744,"Al Jefferson"
202329,"Al-Farouq Aminu"
101187,"Alan Anderson"
1626210,"Alan Williams"
202692,"Alec Burks"
203518,"Alex Abrines"
203458,"Alex Len"
1627816,"Alex Poythress"
201582,"Alexis Ajinca"
203459,"Allen Crabbe"
202087,"Alonzo Gee"
101161,"Amir Johnson"
2760,"Anderson Varejao"
203083,"Andre Drummond"
2738,"Andre Iguodala"
203460,"Andre Roberson"
101106,"Andrew Bogut"
1626150,"Andrew Harrison"
203094,"Andrew Nicholson"
203952,"Andrew Wiggins"
203461,"Anthony Bennett"
1626148,"Anthony Brown"
203076,"Anthony Davis"
201627,"Anthony Morrow"
201229,"Anthony Tolliver"
203462,"Archie Goodwin"
202620,"Arinze Onuaku"
203382,"Aron Baynes"
201167,"Arron Afflalo"
203085,"Austin Rivers"
202340,"Avery Bradley"
1626253,"Axel Toupane"
1627791,"Ben Bentil"
203463,"Ben McLemore"
2757,"Beno Udrih"
202687,"Bismack Biyombo"
201933,"Blake Griffin"
1626246,"Boban Marjanovic"
201628,"Bobby Brown"
1626171,"Bobby Portis"
202711,"Bojan Bogdanovic"
2564,"Boris Diaw"
203078,"Bradley Beal"
201148,"Brandan Wright"
101138,"Brandon Bass"
1627742,"Brandon Ingram"
201943,"Brandon Jennings"
202688,"Brandon Knight"
201575,"Brandon Rush"
203148,"Brian Roberts"
1627362,"Briante Weber"
1627744,"Brice Johnson"
201572,"Brook Lopez"
203998,"Bruno Caboclo"
1627854,"Bryn Forbes"
1627741,"Buddy Hield"
201228,"C.J. Watson"
203468,"CJ McCollum"
101139,"CJ Miles"
203912,"CJ Wilcox"
1626166,"Cameron Payne"
1627747,"Caris LeVert"
2546,"Carmelo Anthony"
202718,"Chandler Parsons"
101112,"Channing Frye"
1626184,"Chasson Randle"
1627767,"Cheick Diallo"
1627778,"Chinanu Onuaku"
2365,"Chris Andersen"
1626191,"Chris McCullough"
101108,"Chris Paul"
1626174,"Christian Wood"
203991,"Clint Capela"
203469,"Cody Zeller"
202332,"Cole Aldrich"
201147,"Corey Brewer"
202709,"Cory Joseph"
201584,"Courtney Lee"
1626245,"Cristiano Felicio"
1626156,"D'Angelo Russell"
201571,"D.J. Augustin"
2563,"Dahntay Jones"
1627745,"Damian Jones"
203081,"Damian Lillard"
204014,"Damjan Rudez"
1627849,"Daniel Ochefu"
201568,"Danilo Gallinari"
201980,"Danny Green"
201967,"Dante Cunningham"
203957,"Dante Exum"
1627863,"Danuel House"
203967,"Dario Saric"
201589,"Darrell Arthur"
201954,"Darren Collison"
1626199,"Darrun Hilliard"
101135,"David Lee"
1628021,"David Nwaba"
2561,"David West"
202722,"Davis Bertans"
201599,"DeAndre Jordan"
202732,"DeAndre Liggins"
1627761,"DeAndre' Bembry"
201942,"DeMar DeRozan"
202326,"DeMarcus Cousins"
201960,"DeMarre Carroll"
1627749,"Dejounte Murray"
1626153,"Delon Wright"
1627743,"Demetrius Jackson"
203471,"Dennis Schroder"
1627756,"Denzel Valentine"
101114,"Deron Williams"
202324,"Derrick Favors"
1627884,"Derrick Jones Jr."
201565,"Derrick Rose"
202682,"Derrick Williams"
1626164,"Devin Booker"
2734,"Devin Harris"
203473,"Dewayne Dedmon"
1627738,"Deyonta Davis"
1627754,"Diamond Stone"
203079,"Dion Waiters"
1717,"Dirk Nowitzki"
1627734,"Domantas Sabonis"
202700,"Donatas Motiejunas"
1627827,"Dorian Finney-Smith"
203926,"Doug McDermott"
1627733,"Dragan Bender"
203110,"Draymond Green"
2730,"Dwight Howard"
203939,"Dwight Powell"
2548,"Dwyane Wade"
202734,"E'Twaun Moore"
202334,"Ed Davis"
204002,"Edy Tavares"
203901,"Elfrid Payton"
202407,"Elijah Millsap"
1626144,"Emmanuel Mudiay"
202683,"Enes Kanter"
202339,"Eric Bledsoe"
201569,"Eric Gordon"
101141,"Ersan Ilyasova"
203095,"Evan Fournier"
202323,"Evan Turner"
1626163,"Frank Kaminsky"
1627832,"Fred VanVleet"
202066,"Garrett Temple"
203914,"Gary Harris"
202390,"Gary Neal"
1627780,"Gary Payton II"
201588,"George Hill"
1627777,"Georges Niang"
1627834,"Georgios Papagiannis"
101123,"Gerald Green"
201945,"Gerald Henderson"
203507,"Giannis Antetokounmpo"
203922,"Glenn Robinson III"
201609,"Goran Dragic"
202330,"Gordon Hayward"
203476,"Gorgui Dieng"
202328,"Greg Monroe"
202349,"Greivis Vasquez"
203084,"Harrison Barnes"
202355,"Hassan Whiteside"
1627740,"Henry Ellenson"
203138,"Hollis Thompson"
203546,"Ian Clark"
101133,"Ian Mahinmi"
202697,"Iman Shumpert"
203477,"Isaiah Canaan"
1627819,"Isaiah Taylor"
202738,"Isaiah Thomas"
1627785,"Isaiah Whitehead"
202397,"Ish Smith"
1627826,"Ivica Zubac"
200826,"J.J. Barea"
200755,"JJ Redick"
2747,"JR Smith"
203210,"JaMychal Green"
201580,"JaVale McGee"
203953,"Jabari Parker"
203109,"Jae Crowder"
1626143,"Jahlil Okafor"
1627774,"Jake Layman"
1627751,"Jakob Poeltl"
2037,"Jamal Crawford"
1627750,"Jamal Murray"
2749,"Jameer Nelson"
203516,"James Ennis III"
201935,"James Harden"
201949,"James Johnson"
2592,"James Jones"
203949,"James Michael McAdoo"
203923,"James Young"
201162,"Jared Dudley"
203096,"Jared Sullinger"
204067,"Jarell Eddie"
1626185,"Jarell Martin"
203950,"Jarnell Stokes"
101127,"Jarrett Jack"
1627784,"Jarrod Uthoff"
201160,"Jason Smith"
1891,"Jason Terry"
1627759,"Jaylen Brown"
201145,"Jeff Green"
201952,"Jeff Teague"
203481,"Jeff Withey"
203924,"Jerami Grant"
203087,"Jeremy Lamb"
202391,"Jeremy Lin"
1626170,"Jerian Grant"
201573,"Jerryd Bayless"
202710,"Jimmy Butler"
201149,"Joakim Noah"
201975,"Jodie Meeks"
203925,"Joe Harris"
204060,"Joe Ingles"
2207,"Joe Johnson"
1626202,"Joe Young"
201202,"Joel Anthony"
1627762,"Joel Bolomboy"
203954,"Joel Embiid"
203530,"Joffrey Lauvergne"
203089,"John Henson"
203098,"John Jenkins"
101249,"John Lucas III"
202322,"John Wall"
203948,"Johnny O'Bryant III"
202720,"Jon Leuer"
201973,"Jonas Jerebko"
202685,"Jonas Valanciunas"
1626780,"Jonathan Gibson"
203613,"Jonathon Simmons"
203903,"Jordan Clarkson"
202348,"Jordan Crawford"
200770,"Jordan Farmar"
201941,"Jordan Hill"
203895,"Jordan McRae"
1626175,"Jordan Mickey"
101181,"Jose Calderon"
203962,"Josh Huestis"
201177,"Josh McRoberts"
1626196,"Josh Richardson"
201950,"Jrue Holiday"
1627823,"Juan Hernangomez"
203944,"Julius Randle"
1626147,"Justin Anderson"
203120,"Justin Hamilton"
202712,"Justin Harper"
203200,"Justin Holiday"
1626159,"Justise Winslow"
203994,"Jusuf Nurkic"
203909,"KJ McDaniels"
1626157,"Karl-Anthony Towns"
202695,"Kawhi Leonard"
1627770,"Kay Felder"
203482,"Kelly Olynyk"
1626162,"Kelly Oubre Jr."
202689,"Kemba Walker"
202702,"Kenneth Faried"
203145,"Kent Bazemore"
203484,"Kentavious Caldwell-Pope"
201142,"Kevin Durant"
201567,"Kevin Love"
202338,"Kevin Seraphin"
1626172,"Kevon Looney"
203114,"Khris Middleton"
202691,"Klay Thompson"
201585,"Kosta Koufos"
1627739,"Kris Dunn"
2743,"Kris Humphries"
204001,"Kristaps Porzingis"
203937,"Kyle Anderson"
2594,"Kyle Korver"
200768,"Kyle Lowry"
203124,"Kyle O'Quinn"
202713,"Kyle Singler"
1627787,"Kyle Wiltjer"
202681,"Kyrie Irving"
200746,"LaMarcus Aldridge"
203934,"Lamar Patterson"
202362,"Lance Stephenson"
202498,"Lance Thomas"
204038,"Langston Galloway"
1626204,"Larry Nance Jr."
202336,"Larry Sanders"
202730,"Lavoy Allen"
2544,"LeBron James"
2571,"Leandro Barbosa"
101150,"Lou Williams"
201601,"Luc Mbah a Moute"
203512,"Lucas Nogueira"
2449,"Luis Scola"
202337,"Luke Babbitt"
2736,"Luol Deng"
1627781,"Malachi Richardson"
1627763,"Malcolm Brogdon"
1627098,"Malcolm Delaney"
1627736,"Malik Beasley"
202412,"Manny Harris"
1938,"Manu Ginobili"
201188,"Marc Gasol"
1626273,"Marcelo Huertas"
101162,"Marcin Gortat"
201158,"Marco Belinelli"
1627875,"Marcus Georges-Hunt"
202694,"Marcus Morris"
203935,"Marcus Smart"
201977,"Marcus Thornton"
1626209,"Mario Hezonja"
202693,"Markieff Morris"
1627737,"Marquese Chriss"
201578,"Marreese Speights"
1627850,"Marshall Plumlee"
101107,"Marvin Williams"
203486,"Mason Plumlee"
2440,"Matt Barnes"
203521,"Matthew Dellavedova"
203090,"Maurice Harkless"
1626254,"Maurice Ndour"
1897,"Metta World Peace"
203086,"Meyers Leonard"
201563,"Michael Beasley"
203487,"Michael Carter-Williams"
1627771,"Michael Gbinije"
203077,"Michael Kidd-Gilchrist"
201144,"Mike Conley"
2399,"Mike Dunleavy"
2034,"Mike Miller"
203488,"Mike Muscala"
203118,"Mike Scott"
1627861,"Mike Tobey"
203101,"Miles Plumlee"
1627851,"Mindaugas Kuzminskas"
203141,"Mirza Teletovic"
101145,"Monta Ellis"
1626149,"Montrezl Harrell"
1626167,"Myles Turner"
202357,"Nemanja Bjelica"
2403,"Nene"
203457,"Nerlens Noel"
2555,"Nick Collison"
201156,"Nick Young"
201587,"Nicolas Batum"
1627852,"Nicolas Brussino"
1627879,"Nicolas Laprovittola"
203917,"Nik Stauskas"
203999,"Nikola Jokic"
202703,"Nikola Mirotic"
202696,"Nikola Vucevic"
203943,"Noah Vonleh"
1626181,"Norman Powell"
202708,"Norris Cole"
1627855,"Okaro White"
201600,"Omer Asik"
201956,"Omri Casspi"
203490,"Otto Porter Jr."
200782,"PJ Tucker"
1627783,"Pascal Siakam"
1626192,"Pat Connaughton"
1627868,"Patricio Garino"
201976,"Patrick Beverley"
1627775,"Patrick McCaw"
202335,"Patrick Patterson"
201988,"Patty Mills"
2200,"Pau Gasol"
202331,"Paul George"
200794,"Paul Millsap"
1718,"Paul Pierce"
1627835,"Paul Zipser"
203510,"Pierre Jackson"
203112,"Quincy Acy"
1626188,"Quinn Cook"
1626154,"RJ Hunter"
200765,"Rajon Rondo"
1626176,"Rakeem Christmas"
201196,"Ramon Sessions"
200751,"Randy Foye"
1626173,"Rashad Vaughn"
203526,"Raul Neto"
101109,"Raymond Felton"
203493,"Reggie Bullock"
202704,"Reggie Jackson"
202130,"Reggie Williams"
2210,"Richard Jefferson"
1626158,"Richaun Holmes"
201937,"Ricky Rubio"
203496,"Robert Covington"
201577,"Robin Lopez"
203918,"Rodney Hood"
203585,"Rodney McGruder"
201155,"Rodney Stuckey"
1627758,"Ron Baker"
1626178,"Rondae Hollis-Jefferson"
101179,"Ronnie Price"
201579,"Roy Hibbert"
200752,"Rudy Gay"
203497,"Rudy Gobert"
201566,"Russell Westbrook"
201583,"Ryan Anderson"
203527,"Ryan Kelly"
1626257,"Salah Mejri"
1626155,"Sam Dekker"
2756,"Sasha Vujacic"
203930,"Sean Kilpatrick"
203902,"Semaj Christon"
201586,"Serge Ibaka"
200771,"Sergio Rodriguez"
203552,"Seth Curry"
203498,"Shabazz Muhammad"
203894,"Shabazz Napier"
2733,"Shaun Livingston"
1627848,"Shawn Long"
1627815,"Sheldon McClellan"
202714,"Shelvin Mack"
1627746,"Skal Labissiere"
203524,"Solomon Hill"
203915,"Spencer Dinwiddie"
201150,"Spencer Hawes"
1626169,"Stanley Johnson"
201939,"Stephen Curry"
1627757,"Stephen Zimmerman"
200779,"Steve Novak"
203500,"Steven Adams"
204456,"T.J. McConnell"
203933,"TJ Warren"
201959,"Taj Gibson"
204028,"Tarik Black"
1627752,"Taurean Prince"
203093,"Terrence Jones"
203082,"Terrence Ross"
1626179,"Terry Rozier"
200757,"Thabo Sefolosha"
201152,"Thaddeus Young"
203080,"Thomas Robinson"
1627748,"Thon Maker"
201168,"Tiago Splitter"
204025,"Tim Frazier"
203501,"Tim Hardaway Jr."
1627817,"Tim Quarterman"
202389,"Timofey Mozgov"
1627789,"Timothe Luwawu-Cabarrot"
202699,"Tobias Harris"
203107,"Tomas Satoransky"
201962,"Toney Douglas"
2754,"Tony Allen"
2225,"Tony Parker"
203503,"Tony Snell"
1626203,"Treveon Graham"
2772,"Trevor Ariza"
202344,"Trevor Booker"
203504,"Trey Burke"
1626168,"Trey Lyles"
202684,"Tristan Thompson"
203584,"Troy Daniels"
1627786,"Troy Williams"
201951,"Ty Lawson"
203898,"Tyler Ennis"
204020,"Tyler Johnson"
1627755,"Tyler Ulis"
203092,"Tyler Zeller"
201936,"Tyreke Evans"
2199,"Tyson Chandler"
1626145,"Tyus Jones"
2617,"Udonis Haslem"
203506,"Victor Oladipo"
1713,"Vince Carter"
1627735,"Wade Baldwin IV"
201961,"Wayne Ellington"
1627782,"Wayne Selden"
202325,"Wesley Johnson"
202083,"Wesley Matthews"
203115,"Will Barton"
1626161,"Willie Cauley-Stein"
203186,"Willie Reed"
1626195,"Willy Hernangomez"
201163,"Wilson Chandler"
1627812,"Yogi Ferrell"
203897,"Zach LaVine"
2216,"Zach Randolph"
2585,"Zaza Pachulia"
